	col_val	source	views	registration	conversion
"[""B"",""2020-02-27"",""Book Design""]"		popup_version|start_date|popup_category	581.0	21.0	3.614457831325301
https://blog.bookly.com/find-literary-agents/		blog_post_url	6986.0	252.0	3.6072144288577155
https://blog.bookly.com/vellum-software/		blog_post_url	1554.0	56.0	3.6036036036036037
How To Outline A Memoir: A 3-Step Guide To Organization		popup_title	1554.0	56.0	3.6036036036036037
https://blog.bookly.com/learning/		blog_post_url	973.0	35.0	3.597122302158273
50+ Free Online Writing Courses for Future Bestselling Authors		popup_title	973.0	35.0	3.597122302158273
How to Get a Literary Agent For Your Book		popup_title	7028.0	252.0	3.5856573705179287
"[""A"",""2020-03-31"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	10570.0	378.0	3.576158940397351
"[""B"",""2020-02-27"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	980.0	35.0	3.571428571428571
https://blog.bookly.com/best-self-publishing-companies/		blog_post_url	11655.0	413.0	3.543543543543543
Marketplace Marketing Charlie (New image)		popup_name	4151.0	147.0	3.541315345699832
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/book_warbird-300x200.jpg		popup_image_url	4151.0	147.0	3.541315345699832
Enroll on this 10 day publishing course.		popup_description	6937.0	245.0	3.5317860746720484
https://blog.bookly.com/wp-content/uploads/2019/11/Team-Modal-300x200.jpg		popup_image_url	595.0	21.0	3.5294117647058822
Vellum Review: Read This Guide Before Using It!		popup_title	1589.0	56.0	3.524229074889868
"[""A"",""2020-02-27"",""Book Marketing, Understanding Publishing""]"		popup_version|start_date|popup_category	1603.0	56.0	3.4934497816593884
https://blog.bookly.com/creative-writing-prompts/general/		blog_post_url	602.0	21.0	3.488372093023256
"[""B"",""2020-03-31"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	11452.0	399.0	3.4841075794621026
"[""B"",""2020-02-27"",""Book Marketing, Understanding Publishing""]"		popup_version|start_date|popup_category	1610.0	56.0	3.4782608695652173
Enter our short story competition		popup_header	34111.0	1183.0	3.468089472604145
Enroll on this free 10-day writing course.		popup_description	33572.0	1162.0	3.461217681401168
"[""B"",""2020-02-27"",""Understanding Publishing""]"		popup_version|start_date|popup_category	6762.0	231.0	3.4161490683229814
"[""B"",""2019-10-11"",""""]"		popup_version|start_date|popup_category	616.0	21.0	3.4090909090909087
"[""B"",""2020-03-23"",""Understanding Publishing""]"		popup_version|start_date|popup_category	3101.0	105.0	3.3860045146726865
https://blog.bookly.com/character-arc/		blog_post_url	6034.0	203.0	3.3642691415313224
Learning | Picturebook Publishing | 2020-03		popup_name	4809.0	161.0	3.3478893740902476
"
Free Course: How to Publish a Picture Book"		popup_header	4809.0	161.0	3.3478893740902476
Sign up for this 10-day publishing course.		popup_description	4809.0	161.0	3.3478893740902476
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/03/Childrens-books-101-2-300x157.jpg		popup_image_url	4809.0	161.0	3.3478893740902476
"
Free course: How to write a novel"		popup_header	26138.0	875.0	3.347616497054098
"
Learn the fundamentals of novel-craft with bookly's most popular online course. Get started now."		popup_description	26138.0	875.0	3.347616497054098
Book Promotion Services 2020: The Best Free and Paid Promo Services		popup_title	2933.0	98.0	3.341288782816229
https://blog.bookly.com/writing-tips/		blog_post_url	2310.0	77.0	3.3333333333333335
Learning Amazon Ads		popup_name	1680.0	56.0	3.3333333333333335
"
Free Course: Amazon Ads for Authors"		popup_header	1680.0	56.0	3.3333333333333335
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/05/amazon-ads-blog-1-300x157.jpg		popup_image_url	1680.0	56.0	3.3333333333333335
How to Build a Rocking Author Media Kit: a 7-Step Template		popup_title	1050.0	35.0	3.3333333333333335
How to Promote Your Book: 8 Sales-Boosting Steps for Authors		popup_title	630.0	21.0	3.3333333333333335
https://blog.bookly.com/what-is-flash-fiction/		blog_post_url	4837.0	161.0	3.3285094066570187
Website Checklist 3 (New Style)		popup_name	4438.0	147.0	3.3123028391167195
"
Download: Author Website Checklist"		popup_header	4438.0	147.0	3.3123028391167195
"
Turn your website into the perfect home for a bestselling book."		popup_description	4438.0	147.0	3.3123028391167195
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/Checklists-300x157.jpg		popup_image_url	4438.0	147.0	3.3123028391167195
"[""B"",""2020-02-29"",""Book Marketing""]"		popup_version|start_date|popup_category	637.0	21.0	3.296703296703297
Book Title Checklist 1		popup_name	1064.0	35.0	3.289473684210526
"[""B"",""2020-04-07"",""Book Marketing, Perfecting your Craft""]"		popup_version|start_date|popup_category	1064.0	35.0	3.289473684210526
"
Learn how to choose the RIGHT title for your book"		popup_description	1064.0	35.0	3.289473684210526
What is Flash Fiction? (And 6 Ways to Write Your Own)		popup_title	4907.0	161.0	3.2810271041369474
The Ultimate FREE Writing App		popup_header	2989.0	98.0	3.278688524590164
Try the bookly Book Editor: the free writing app used by thousands of authors every day.		popup_description	2989.0	98.0	3.278688524590164
https://blog-cdn.bookly.com/directories/admin/modal/56/medium_dae3a76146ea8d7f0b1002b69c225b41.jpg		popup_image_url	2989.0	98.0	3.278688524590164
"[""B"",""2020-05-06"",""Book Design""]"		popup_version|start_date|popup_category	2135.0	70.0	3.278688524590164
https://blog.bookly.com/bookbaby/		blog_post_url	1281.0	42.0	3.278688524590164
Best Dramatic Writing Prompts of 2020		popup_title	1281.0	42.0	3.278688524590164
Best General Writing Prompts of 2020		popup_title	644.0	21.0	3.260869565217391
20 Writing Tips to Help You Become a Better Writer Today		popup_title	2380.0	77.0	3.2352941176470593
https://blog.bookly.com/creative-writing-prompts/historical-fiction/		blog_post_url	651.0	21.0	3.225806451612903
"[""A"",""2020-06-12"",""Book Marketing, Perfecting your Craft""]"		popup_version|start_date|popup_category	651.0	21.0	3.225806451612903
https://blog.bookly.com/book-promotion-services/		blog_post_url	2394.0	77.0	3.216374269005848
"
Send your book to the top of its Amazon category"		popup_header	4585.0	147.0	3.2061068702290076
"
bookly’s freelance book marketers can help you master Amazon’s algorithms. Sign up for free and meet them today."		popup_description	4585.0	147.0	3.2061068702290076
"[""B"",""2020-03-13"",""Understanding Publishing""]"		popup_version|start_date|popup_category	2422.0	77.0	3.1791907514450863
https://blog.bookly.com/narrative-arc/		blog_post_url	7504.0	238.0	3.171641791044776
https://blog.bookly.com/snowflake-method/		blog_post_url	2219.0	70.0	3.1545741324921135
Using the Snowflake Method to Write a Novel		popup_title	2219.0	70.0	3.1545741324921135
BookBaby Review: Read This First (+ Promo Codes!)		popup_title	1337.0	42.0	3.1413612565445024
https://blog.bookly.com/scrivener-3/		blog_post_url	1785.0	56.0	3.1372549019607843
Scrivener 3: Don't Use It Until You Read This!		popup_title	1785.0	56.0	3.1372549019607843
What is a Narrative Arc? • A Guide to Storytelling Structure		popup_title	7595.0	238.0	3.133640552995392
Learning Reviews		popup_name	672.0	21.0	3.125
"
Free Course: Getting Reviews for Your Book"		popup_header	672.0	21.0	3.125
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/05/Book-reviews-300x157.jpg		popup_image_url	672.0	21.0	3.125
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2019/03/Start-writing-your-book-1-300x157.jpg		popup_image_url	9541.0	294.0	3.081438004402054
"[""A"",""2020-03-03"",""Understanding Publishing""]"		popup_version|start_date|popup_category	4109.0	126.0	3.0664395229982966
Pacing in Writing: 10 Powerful Ways to Keep Readers Hooked		popup_title	1372.0	42.0	3.061224489795918
Learning | Actually Write | 2020-03		popup_name	8477.0	259.0	3.05532617671346
"
Free course: Start writing your book today"		popup_header	8477.0	259.0	3.05532617671346
"
Take the leap and become the author you've always dreamed of being. Get started now."		popup_description	8477.0	259.0	3.05532617671346
Copyright Cheat Sheet 1		popup_name	3444.0	105.0	3.048780487804878
"
Get this visual guide to copyrighting your book."		popup_description	3444.0	105.0	3.048780487804878
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2017/05/copyright-header-300x175.jpg		popup_image_url	3444.0	105.0	3.048780487804878
https://blog.bookly.com/back-of-book-cover/		blog_post_url	3479.0	105.0	3.0181086519114686
How to Build the Back of a Book Cover (with Template)		popup_title	3479.0	105.0	3.0181086519114686
https://blog.bookly.com/pacing-in-writing/		blog_post_url	1393.0	42.0	3.015075376884422
How to Write a Compelling Character Arc in Just 3 Steps		popup_title	6048.0	182.0	3.009259259259259
Book Marketing Checklist 2		popup_name	10003.0	301.0	3.009097270818754
"
Make sure your marketing strategy covers all the major bases with this downloadable checklist."		popup_description	10003.0	301.0	3.009097270818754
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2019/03/Book-Marketing-Checklist-comp-300x165.jpg		popup_image_url	10003.0	301.0	3.009097270818754
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/03/Checklists-12-300x157.jpg		popup_image_url	23730.0	714.0	3.0088495575221237
Story Structure Template 1		popup_name	50582.0	1519.0	3.0030445613063934
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2019/03/Modal-sma-300x157.jpg		popup_image_url	50582.0	1519.0	3.0030445613063934
Learning Trad Pub		popup_name	1400.0	42.0	3.0
"[""B"",""2020-05-08"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	1400.0	42.0	3.0
"[""A"",""2020-02-27"",""Book Marketing""]"		popup_version|start_date|popup_category	1400.0	42.0	3.0
Free Course: Traditional Publishing 101		popup_header	1400.0	42.0	3.0
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/05/Trad-pub-101-1-300x157.jpg		popup_image_url	1400.0	42.0	3.0
"
Free Download: Book Editing Checklist"		popup_header	8757.0	259.0	2.9576338928856916
"
Free Template: Three-Act Story Structure"		popup_header	50498.0	1477.0	2.9248683116163017
"
Master the three-act story structure with the help of our free downloadable template."		popup_description	50498.0	1477.0	2.9248683116163017
Character Profile Checklist 3		popup_name	46228.0	1351.0	2.9224712295578437
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/09/Character-dev-template-1-768x384-300x150.jpg		popup_image_url	46228.0	1351.0	2.9224712295578437
https://blog.bookly.com/how-to-start-a-publishing-company/		blog_post_url	6006.0	175.0	2.9137529137529135
How to Start a Publishing Company in 5 Steps: 2020 Edition		popup_title	6006.0	175.0	2.9137529137529135
Best Historical Fiction Writing Prompts of 2020		popup_title	721.0	21.0	2.912621359223301
Is It Better to Self-Publish or Get a Publisher? An Author's Guide		popup_title	721.0	21.0	2.912621359223301
Learning Write a Novel #1		popup_name	18774.0	546.0	2.9082774049217
"
Free Course: How to Write a Novel"		popup_header	18774.0	546.0	2.9082774049217
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/05/How-to-write-a-novel-1-300x157.jpg		popup_image_url	18774.0	546.0	2.9082774049217
"
Download: Cover Design Checklist"		popup_header	17829.0	518.0	2.905378877110326
"
Create an AWESOME cover that belongs on the bestsellers shelf."		popup_description	17850.0	518.0	2.9019607843137254
Cover Design Checklist 3		popup_name	17871.0	518.0	2.898550724637681
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2019/04/Artboard-Copy-3-300x150.jpg		popup_image_url	17871.0	518.0	2.898550724637681
"[""A"",""2020-05-06"",""Book Marketing""]"		popup_version|start_date|popup_category	4368.0	126.0	2.8846153846153846
Character Motivation: How to Write Believable Characters		popup_title	2674.0	77.0	2.8795811518324608
https://blog.bookly.com/about-the-author-examples/		blog_post_url	8792.0	252.0	2.8662420382165608
About the Author Examples (That You'll Actually Want to Read)		popup_title	8820.0	252.0	2.857142857142857
Enroll on this free 10-day marketing course.		popup_description	3444.0	98.0	2.8455284552845526
"
Download: Free Book Marketing Checklist"		popup_header	20006.0	567.0	2.834149755073478
https://blog.bookly.com/steps-for-putting-together-a-great-anthology/		blog_post_url	742.0	21.0	2.8301886792452833
Steps for Putting Together a Great Anthology		popup_title	742.0	21.0	2.8301886792452833
bookly Book Editor 3 (Photo 1)		popup_name	20636.0	581.0	2.8154681139755766
"
A FREE and simple way to format your book"		popup_header	20636.0	581.0	2.8154681139755766
"
Sign up to bookly and access our acclaimed book formatting tool for free."		popup_description	20636.0	581.0	2.8154681139755766
"[""A"",""2020-03-27"",""Book Design, Understanding Publishing""]"		popup_version|start_date|popup_category	3234.0	91.0	2.813852813852814
https://blog.bookly.com/plot-generator/drama/		blog_post_url	2240.0	63.0	2.8125
Drama Plot Generator • The Ultimate Bank of 500,000+ Plots		popup_title	2240.0	63.0	2.8125
"
Download: Query Letter Checklist"		popup_header	23170.0	651.0	2.809667673716012
Enter your email to download bookly's #1 query letter resource		popup_description	23170.0	651.0	2.809667673716012
Editing Checklist 1		popup_name	1246.0	35.0	2.8089887640449436
"
Enter your email to download our free resource for writers"		popup_description	1246.0	35.0	2.8089887640449436
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2019/05/Novel-Checklist-1-300x157.jpg		popup_image_url	1246.0	35.0	2.8089887640449436
https://blog.bookly.com/freelancer/how-to-become-a-ghostwriter/		blog_post_url	1498.0	42.0	2.803738317757009
How to Become a Ghostwriter in 8 Steps (PLUS One New Bonus Tip)		popup_title	1498.0	42.0	2.803738317757009
"[""A"",""2020-02-13"",""Understanding Publishing""]"		popup_version|start_date|popup_category	2002.0	56.0	2.797202797202797
Discovery - Free Fantasy Books		popup_name	756.0	21.0	2.7777777777777777
https://blog.bookly.com/binge-watch-writer-streaming-tv/		blog_post_url	756.0	21.0	2.7777777777777777
"[""B"",""2019-11-11"",""discovery""]"		popup_version|start_date|popup_category	756.0	21.0	2.7777777777777777
Win free fantasy books for a year		popup_header	756.0	21.0	2.7777777777777777
Sign up to bookly Discovery and win our top fantasy book every month for a whole year.		popup_description	756.0	21.0	2.7777777777777777
https://images-cdn.bookly.com/discovery/modal/31/modal_image/85bd806e8c318fa195f41d929f38bdf4f04f0474.jpg		popup_image_url	756.0	21.0	2.7777777777777777
8 TV Shows That Will Make You a Better Novelist		popup_title	756.0	21.0	2.7777777777777777
"["""",""2019-08-23"",""Book Design""]"		popup_version|start_date|popup_category	3290.0	91.0	2.7659574468085104
68 Book Cover Ideas to Take Your Book Cover from Bland to Brilliant		popup_title	4060.0	112.0	2.7586206896551726
https://blog.bookly.com/book-cover-ideas/		blog_post_url	4081.0	112.0	2.7444253859348198
How to Get an ISBN in 10 Minutes (or Less!): the Master Guide for 2019		popup_title	6671.0	182.0	2.728226652675761
"[""B"",""2020-06-05"",""Perfecting your Craft, Understanding Publishing""]"		popup_version|start_date|popup_category	13356.0	364.0	2.7253668763102725
Learning | Romance | 2020-05		popup_name	2058.0	56.0	2.7210884353741496
"
Free Course: Writing a Romance Novel"		popup_header	2058.0	56.0	2.7210884353741496
"
Write a romance novel with the help of an experienced editor. Get started now."		popup_description	2058.0	56.0	2.7210884353741496
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/12/Romance-Header-300x157.jpg		popup_image_url	2058.0	56.0	2.7210884353741496
Learning | Childrens Books 101 | 2020-03		popup_name	2583.0	70.0	2.710027100271003
Free course: Children's Books 101		popup_header	2583.0	70.0	2.710027100271003
"
Learn to write AMAZING books for children of all ages. Get started now."		popup_description	2583.0	70.0	2.710027100271003
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2017/08/Childrens-books-101-300x157.jpg		popup_image_url	2583.0	70.0	2.710027100271003
Editing Checklist 3 (New Style)		popup_name	6209.0	168.0	2.705749718151071
"
Make sure your book is polished to professional standards."		popup_description	6209.0	168.0	2.705749718151071
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/Checklists-5-300x157.jpg		popup_image_url	6209.0	168.0	2.705749718151071
https://blog.bookly.com/booktube-channels/		blog_post_url	777.0	21.0	2.7027027027027026
How to Write Natural Dialogue in 11 Steps, With Examples!		popup_title	6748.0	182.0	2.6970954356846475
https://blog.bookly.com/createspace/		blog_post_url	4935.0	133.0	2.6950354609929077
https://blog.bookly.com/how-to-write-dialogue/		blog_post_url	6755.0	182.0	2.6943005181347153
Learning | Query Letters | 2020-04		popup_name	1302.0	35.0	2.6881720430107525
"
Free course: How to write a query letter"		popup_header	1302.0	35.0	2.6881720430107525
"
Land yourself a literary agent with the help of this practical online course. Give your query letter the edge it needs. Get started now."		popup_description	1302.0	35.0	2.6881720430107525
"[""B"",""2020-04-15"",""Perfecting your Craft, Understanding Publishing""]"		popup_version|start_date|popup_category	2093.0	56.0	2.6755852842809364
https://blog.bookly.com/dynamic-character/		blog_post_url	1316.0	35.0	2.6595744680851063
Book Marketing Checklist 3 (New Style)		popup_name	10003.0	266.0	2.6592022393282013
Boost your book sales with our #1 marketing resource.		popup_description	10003.0	266.0	2.6592022393282013
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/Checklists-2-300x157.jpg		popup_image_url	10003.0	266.0	2.6592022393282013
"[""B"",""2020-03-04"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	791.0	21.0	2.6548672566371683
"[""A"",""2020-02-21"",""Understanding Publishing""]"		popup_version|start_date|popup_category	791.0	21.0	2.6548672566371683
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/05/Query-letter-course-Copy-300x167.jpg		popup_image_url	1323.0	35.0	2.6455026455026456
https://blog.bookly.com/rhetorical-devices//		blog_post_url	798.0	21.0	2.631578947368421
"["""",""2020-02-28"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	1337.0	35.0	2.6178010471204187
Dynamic Characters vs. Static Characters: Definitions and Differences		popup_title	1337.0	35.0	2.6178010471204187
"[""A"",""2020-05-05"",""generator""]"		popup_version|start_date|popup_category	78981.0	2065.0	2.614552867145263
Character Generator Template 2		popup_name	4025.0	105.0	2.608695652173913
You&#39;ve generated their name... now give them a backstory!		popup_description	4025.0	105.0	2.608695652173913
https://blog-cdn.bookly.com/directories/admin/modal/4/medium_545c923adeecc6008f2f04a32290d38a.jpg		popup_image_url	4025.0	105.0	2.608695652173913
https://blog.bookly.com/freelancer/how-to-become-a-book-cover-designer/		blog_post_url	1624.0	42.0	2.586206896551724
How to Become a Book Cover Designer: the Master Guide		popup_title	1624.0	42.0	2.586206896551724
https://blog.bookly.com/best-writing-websites/		blog_post_url	2170.0	56.0	2.5806451612903225
The 50 Best Writing Websites of 2020: For All Your Writing Needs		popup_title	2170.0	56.0	2.5806451612903225
"[""B"",""2020-05-05"",""generator""]"		popup_version|start_date|popup_category	80675.0	2065.0	2.5596529284164857
https://blog.bookly.com/what-is-the-theme-of-a-book/		blog_post_url	4389.0	112.0	2.5518341307814993
"[""A"","""",""Book Design""]"		popup_version|start_date|popup_category	2744.0	70.0	2.5510204081632653
Theme 101: What Is It and Why It Matters (with 10+ Actual Examples!)		popup_title	4417.0	112.0	2.535657686212361
https://blog.bookly.com/book-illustration-examples/		blog_post_url	833.0	21.0	2.5210084033613445
Book Illustration: 25 Beautiful Examples		popup_title	833.0	21.0	2.5210084033613445
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/03/Checklists-10-300x157.jpg		popup_image_url	39557.0	994.0	2.512829587683596
Download: Book Launch Checklist		popup_header	6146.0	154.0	2.5056947608200453
Enter your email to download bookly&#39;s #1 publishing resource		popup_description	6146.0	154.0	2.5056947608200453
https://blog-cdn.bookly.com/directories/admin/modal/59/medium_9db07afdbb8e3b77f7561748a260b50d.jpg		popup_image_url	6146.0	154.0	2.5056947608200453
Freelancer Exit Modal – Invite		popup_name	2534.0	63.0	2.4861878453038675
"
Join the most active freelance publishing community"		popup_header	2534.0	63.0	2.4861878453038675
"
To get started with bookly, enter your email address and we'll send you an invite!"		popup_description	2534.0	63.0	2.4861878453038675
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2017/08/What-do-freelance-editors-and-designers-make-300x150.jpg		popup_image_url	2534.0	63.0	2.4861878453038675
https://blog.bookly.com/how-to-write-a-childrens-picture-book/		blog_post_url	1694.0	42.0	2.479338842975207
How to Write a Children's Picture Book in 8 Steps		popup_title	1694.0	42.0	2.479338842975207
"[""B"",""2020-05-06"",""Book Design, Understanding Publishing""]"		popup_version|start_date|popup_category	847.0	21.0	2.479338842975207
"[""A"",""2020-05-08"",""Book Marketing, Understanding Publishing""]"		popup_version|start_date|popup_category	2835.0	70.0	2.4691358024691357
"
Submitting a proposal to publishers? Make sure you don't miss anything out."		popup_description	19313.0	476.0	2.464661109097499
https://blog.bookly.com/how-to-get-an-isbn/		blog_post_url	6545.0	161.0	2.4598930481283423
Book Proposal Template 2 (New Style)		popup_name	19355.0	476.0	2.4593128390596743
https://blog.bookly.com/list-of-print-book-distributors/		blog_post_url	1708.0	42.0	2.459016393442623
40+ Best Print Book Distributors in 2019: the Ultimate Guide		popup_title	1708.0	42.0	2.459016393442623
Writing Prompts Charlie		popup_name	23947.0	588.0	2.4554223911137094
https://blog.bookly.com/character-name-generator/archetype/mentor/		blog_post_url	1715.0	42.0	2.4489795918367347
Mentor Name Generator • The ULTIMATE Bank of 50,000+ Names		popup_title	1715.0	42.0	2.4489795918367347
"[""A"",""2020-03-23"",""Understanding Publishing""]"		popup_version|start_date|popup_category	2905.0	70.0	2.4096385542168677
"
Free Course: Writing Romance"		popup_header	12397.0	294.0	2.371541501976284
Enroll on this 10-day course about writing irresistible romance.		popup_description	12397.0	294.0	2.371541501976284
Writing Prompts Alpha		popup_name	10626.0	252.0	2.371541501976284
"
Join our writing prompts community today"		popup_header	10626.0	252.0	2.371541501976284
"
Sign up for our contest newsletter and submit a new story every week — plus get FREE feedback from writers just like you."		popup_description	10626.0	252.0	2.371541501976284
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2019/11/Writing-Prompts-Alpha-300x200.jpg		popup_image_url	10626.0	252.0	2.371541501976284
"["""","""",""From our Authors""]"		popup_version|start_date|popup_category	889.0	21.0	2.3622047244094486
Learning Romance 1		popup_name	12460.0	294.0	2.359550561797753
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2019/02/Romance-Header-574x300-300x157.jpg		popup_image_url	12460.0	294.0	2.359550561797753
https://blog.bookly.com/childrens-book-illustrators/		blog_post_url	5341.0	126.0	2.3591087811271296
How to Write a Short Story in 7 Steps		popup_title	34825.0	819.0	2.351758793969849
Learning | Reviews | 2020-03		popup_name	2982.0	70.0	2.3474178403755865
Free course: How to get book reviews		popup_header	2982.0	70.0	2.3474178403755865
Learn how to secure book reviews before you even launch (and then leverage them into sales). Get started now.		popup_description	2982.0	70.0	2.3474178403755865
https://blog-cdn.bookly.com/directories/admin/modal/66/medium_ff0aaeff19514b85456b647a1d686cbe.jpg		popup_image_url	2982.0	70.0	2.3474178403755865
https://blog.bookly.com/critique-circle/		blog_post_url	896.0	21.0	2.34375
"[""A"",""2020-03-04"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	903.0	21.0	2.3255813953488373
Book Launch Checklist 3		popup_name	12383.0	287.0	2.317693612210288
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/11/modal-book-launch-552x300-300x163.jpg		popup_image_url	12383.0	287.0	2.317693612210288
20 Amazing Children's Book Illustrators (and How to Hire Them)		popup_title	5453.0	126.0	2.3106546854942236
The Best Novel Writing Software of 2020 (+ 4 Free Writing Programs)		popup_title	12726.0	294.0	2.31023102310231
https://blog.bookly.com/how-to-write-a-short-story/		blog_post_url	34552.0	798.0	2.3095623987034037
"[""B"","""",""Understanding Publishing""]"		popup_version|start_date|popup_category	2730.0	63.0	2.307692307692308
Book Launch Checklist 4 (New Style)		popup_name	26747.0	616.0	2.303062025647736
The Best Independent Publishers in 2020		popup_title	3353.0	77.0	2.2964509394572024
https://blog.bookly.com/lulu-publishing/		blog_post_url	1834.0	42.0	2.2900763358778624
Lulu Publishing Review: READ THIS Before You Use Them!		popup_title	1834.0	42.0	2.2900763358778624
"[""A"",""2020-04-30"",""Understanding Publishing""]"		popup_version|start_date|popup_category	917.0	21.0	2.2900763358778624
"[""B"",""2020-04-30"",""Understanding Publishing""]"		popup_version|start_date|popup_category	917.0	21.0	2.2900763358778624
"[""B"","""",""""]"		popup_version|start_date|popup_category	917.0	21.0	2.2900763358778624
"["""","""",""Understanding Publishing""]"		popup_version|start_date|popup_category	3367.0	77.0	2.2869022869022873
"[""A"",""2020-02-17"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	20881.0	476.0	2.2795843110962117
Learning Story Editing		popup_name	924.0	21.0	2.272727272727273
"
Free Course: Story Editing for Authors"		popup_header	924.0	21.0	2.272727272727273
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2019/01/Short-story-Copy-2-1-300x150.jpg		popup_image_url	924.0	21.0	2.272727272727273
"
Download: Book Launch Checklist"		popup_header	32963.0	749.0	2.272244637927373
CreateSpace is DEAD. Here's what you need to know.		popup_title	4949.0	112.0	2.263083451202263
"[""A"",""2020-06-05"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	50267.0	1134.0	2.255953209859351
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/Checklists-1-300x157.jpg		popup_image_url	20601.0	462.0	2.2426095820591234
Enter your email to download bookly's #1 publishing resource		popup_description	37758.0	840.0	2.2246941045606228
Free Download: Manuscript Formatting Template		popup_header	11025.0	245.0	2.2222222222222223
The simplest way to format your manuscript to industry standards.		popup_description	11025.0	245.0	2.2222222222222223
https://blog-cdn.bookly.com/directories/admin/modal/61/medium_f384c21162140fd3466cb79c68599d52.jpg		popup_image_url	11025.0	245.0	2.2222222222222223
The 50 BEST Online Critique Circle to Take Your Writing to the Next Level		popup_title	952.0	21.0	2.2058823529411766
https://blog.bookly.com/print-on-demand-books/		blog_post_url	8330.0	182.0	2.1848739495798317
What is the Best Service for Print on Demand Books?		popup_title	8372.0	182.0	2.1739130434782608
"[""B"",""2020-05-05"",""Understanding Publishing""]"		popup_version|start_date|popup_category	34671.0	749.0	2.1603068847163334
20 Largest Book Publishers in 2020 That Every Author Should Know		popup_title	36351.0	784.0	2.156749470440978
https://blog.bookly.com/novel-writing-software/		blog_post_url	12691.0	273.0	2.151130722559294
"
Enter our short story competition"		popup_header	40117.0	854.0	2.12877333798639
"[""A"",""2020-05-06"",""Understanding Publishing""]"		popup_version|start_date|popup_category	34293.0	728.0	2.1228822208614004
https://blog.bookly.com/character-motivation/		blog_post_url	2639.0	56.0	2.122015915119363
https://blog.bookly.com/how-many-words-in-a-novel/		blog_post_url	14875.0	315.0	2.1176470588235294
https://blog.bookly.com/what-is-typesetting/		blog_post_url	4298.0	91.0	2.1172638436482085
"[""A"",""2020-02-27"",""Understanding Publishing""]"		popup_version|start_date|popup_category	6944.0	147.0	2.1169354838709675
"[""B"",""2020-05-06"",""Understanding Publishing""]"		popup_version|start_date|popup_category	35112.0	742.0	2.113237639553429
https://blog.bookly.com/how-to-promote-your-book/		blog_post_url	994.0	21.0	2.112676056338028
How Many Words in a Novel? The ULTIMATE Guide To Novel Length		popup_title	14966.0	315.0	2.104770813844715
bookly Book Editor Golf (personal)		popup_name	18963.0	399.0	2.104097452934662
"
Write your book the way your readers will see it"		popup_header	18963.0	399.0	2.104097452934662
"
We've designed a writing app with writers in mind. And it's free to use."		popup_description	18963.0	399.0	2.104097452934662
Typesetting 101: The Only Guide to Interior Book Design You Need		popup_title	4340.0	91.0	2.0967741935483875
"["""",""2020-05-12"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	7056.0	147.0	2.083333333333333
How to Write a Thriller in 7 Heart-Stopping Steps		popup_title	7056.0	147.0	2.083333333333333
"[""B"",""2020-03-03"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	1680.0	35.0	2.083333333333333
